,time,hour_rads,regional_name,categories,problem_type_1,count,nProb_km2,avg_monthlyIncome,pop_km2,people_house
21,0,1.5707963267948966,BOA VISTA,CriminalBehaviour,Fishing in Prohibited Places,2,0.032154340441610696,1612.0,3630.0,3.42
22,0,1.5707963267948966,BOA VISTA,CriminalBehaviour,Gunshot,5,0.08038585110402673,1612.0,3630.0,3.42
23,0,1.5707963267948966,BOA VISTA,CriminalBehaviour,Illitcit Substance,11,0.1768488724288588,1612.0,3630.0,3.42
24,0,1.5707963267948966,BOA VISTA,CriminalBehaviour,Kidnapping and imprisonment,1,0.016077170220805348,1612.0,3630.0,3.42
25,0,1.5707963267948966,BOA VISTA,CriminalBehaviour,Maltreatment,1,0.016077170220805348,1612.0,3630.0,3.42
26,0,1.5707963267948966,BOA VISTA,CriminalBehaviour,Non-compliance with law 15799/2021 COVID-19,1,0.016077170220805348,1612.0,3630.0,3.42
27,0,1.5707963267948966,BOA VISTA,CriminalBehaviour,Obscene/libelous acts,2,0.032154340441610696,1612.0,3630.0,3.42
28,0,1.5707963267948966,BOA VISTA,CriminalBehaviour,Physical/Verbal Agression,34,0.5466237875073818,1612.0,3630.0,3.42
29,0,1.5707963267948966,BOA VISTA,CriminalBehaviour,Rape,1,0.016077170220805348,1612.0,3630.0,3.42
30,0,1.5707963267948966,BOA VISTA,CriminalBehaviour,Robbery,33,0.5305466172865765,1612.0,3630.0,3.42
31,0,1.5707963267948966,BOA VISTA,CriminalBehaviour,Sexual harassment,1,0.016077170220805348,1612.0,3630.0,3.42
32,0,1.5707963267948966,BOA VISTA,CriminalBehaviour,Theft,12,0.19292604264966415,1612.0,3630.0,3.42
33,0,1.5707963267948966,BOA VISTA,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,28,0.4501607661825497,1612.0,3630.0,3.42
34,0,1.5707963267948966,BOQUEIRÃO,CriminalBehaviour,Abandonment/nonsupport of incompetent person,2,0.050251257244690116,1338.0,4728.0,3.5
35,0,1.5707963267948966,BOQUEIRÃO,CriminalBehaviour,Agression,11,0.27638191484579566,1338.0,4728.0,3.5
36,0,1.5707963267948966,BOQUEIRÃO,CriminalBehaviour,Break-in,47,1.1809045452502178,1338.0,4728.0,3.5
37,0,1.5707963267948966,BOQUEIRÃO,CriminalBehaviour,Corporal injury,4,0.10050251448938023,1338.0,4728.0,3.5
38,0,1.5707963267948966,BOQUEIRÃO,CriminalBehaviour,Crime against individual liberty,1,0.025125628622345058,1338.0,4728.0,3.5
39,0,1.5707963267948966,BOQUEIRÃO,CriminalBehaviour,Embezzlement,1,0.025125628622345058,1338.0,4728.0,3.5
40,0,1.5707963267948966,BOQUEIRÃO,CriminalBehaviour,Gunshot,3,0.07537688586703518,1338.0,4728.0,3.5
41,0,1.5707963267948966,BOQUEIRÃO,CriminalBehaviour,Homophobia,1,0.025125628622345058,1338.0,4728.0,3.5
42,0,1.5707963267948966,BOQUEIRÃO,CriminalBehaviour,Illegal possession,1,0.025125628622345058,1338.0,4728.0,3.5
43,0,1.5707963267948966,BOQUEIRÃO,CriminalBehaviour,Illitcit Substance,11,0.27638191484579566,1338.0,4728.0,3.5
44,0,1.5707963267948966,BOQUEIRÃO,CriminalBehaviour,Maltreatment,1,0.025125628622345058,1338.0,4728.0,3.5
45,0,1.5707963267948966,BOQUEIRÃO,CriminalBehaviour,Non-compliance with law 15799/2021 COVID-19,4,0.10050251448938023,1338.0,4728.0,3.5
46,0,1.5707963267948966,BOQUEIRÃO,CriminalBehaviour,Physical/Verbal Agression,37,0.9296482590267672,1338.0,4728.0,3.5
47,0,1.5707963267948966,BOQUEIRÃO,CriminalBehaviour,Prohibited sale of specific products to minors,1,0.025125628622345058,1338.0,4728.0,3.5
48,0,1.5707963267948966,BOQUEIRÃO,CriminalBehaviour,Robbery,63,1.5829146032077388,1338.0,4728.0,3.5
49,0,1.5707963267948966,BOQUEIRÃO,CriminalBehaviour,Theft,24,0.6030150869362815,1338.0,4728.0,3.5
50,0,1.5707963267948966,BOQUEIRÃO,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,17,0.427135686579866,1338.0,4728.0,3.5
51,0,1.5707963267948966,CAJURU,CriminalBehaviour,Agression,8,0.22662890008226994,1384.0,5545.0,4.55
52,0,1.5707963267948966,CAJURU,CriminalBehaviour,Break-in,44,1.2464589504524848,1384.0,5545.0,4.55
53,0,1.5707963267948966,CAJURU,CriminalBehaviour,Corporal injury,11,0.3116147376131212,1384.0,5545.0,4.55
54,0,1.5707963267948966,CAJURU,CriminalBehaviour,Gunshot,6,0.16997167506170247,1384.0,5545.0,4.55
55,0,1.5707963267948966,CAJURU,CriminalBehaviour,Illitcit Substance,12,0.33994335012340493,1384.0,5545.0,4.55
56,0,1.5707963267948966,CAJURU,CriminalBehaviour,Maltreatment,1,0.028328612510283742,1384.0,5545.0,4.55
57,0,1.5707963267948966,CAJURU,CriminalBehaviour,Non-compliance with law 15799/2021 COVID-19,4,0.11331445004113497,1384.0,5545.0,4.55
58,0,1.5707963267948966,CAJURU,CriminalBehaviour,Obscene/libelous acts,4,0.11331445004113497,1384.0,5545.0,4.55
59,0,1.5707963267948966,CAJURU,CriminalBehaviour,Physical/Verbal Agression,37,1.0481586628804984,1384.0,5545.0,4.55
60,0,1.5707963267948966,CAJURU,CriminalBehaviour,Rape,1,0.028328612510283742,1384.0,5545.0,4.55
61,0,1.5707963267948966,CAJURU,CriminalBehaviour,Robbery,47,1.331444787983336,1384.0,5545.0,4.55
62,0,1.5707963267948966,CAJURU,CriminalBehaviour,Sexual harassment,1,0.028328612510283742,1384.0,5545.0,4.55
63,0,1.5707963267948966,CAJURU,CriminalBehaviour,Theft,27,0.7648725377776611,1384.0,5545.0,4.55
64,0,1.5707963267948966,CAJURU,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,18,0.5099150251851073,1384.0,5545.0,4.55
65,0,1.5707963267948966,CIC,CriminalBehaviour,Agression,2,0.03246753327177799,523.0,2698.0,3.63
66,0,1.5707963267948966,CIC,CriminalBehaviour,Break-in,46,0.7467532652508938,523.0,2698.0,3.63
67,0,1.5707963267948966,CIC,CriminalBehaviour,Corporal injury,4,0.06493506654355598,523.0,2698.0,3.63
68,0,1.5707963267948966,CIC,CriminalBehaviour,Gunshot,6,0.09740259981533397,523.0,2698.0,3.63
69,0,1.5707963267948966,CIC,CriminalBehaviour,Illegal possession,2,0.03246753327177799,523.0,2698.0,3.63
70,0,1.5707963267948966,CIC,CriminalBehaviour,Illitcit Substance,17,0.2759740328101129,523.0,2698.0,3.63
71,0,1.5707963267948966,CIC,CriminalBehaviour,Non-compliance with law 15799/2021 COVID-19,3,0.04870129990766699,523.0,2698.0,3.63
72,0,1.5707963267948966,CIC,CriminalBehaviour,Obscene/libelous acts,1,0.016233766635888994,523.0,2698.0,3.63
73,0,1.5707963267948966,CIC,CriminalBehaviour,Physical/Verbal Agression,19,0.3084415660818909,523.0,2698.0,3.63
74,0,1.5707963267948966,CIC,CriminalBehaviour,Possession of explosive device,1,0.016233766635888994,523.0,2698.0,3.63
75,0,1.5707963267948966,CIC,CriminalBehaviour,Robbery,27,0.43831169916900287,523.0,2698.0,3.63
76,0,1.5707963267948966,CIC,CriminalBehaviour,Theft,23,0.3733766326254469,523.0,2698.0,3.63
77,0,1.5707963267948966,CIC,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,26,0.4220779325331139,523.0,2698.0,3.63
78,0,1.5707963267948966,MATRIZ,CriminalBehaviour,Agression,88,2.4242424751942213,2897.0,5573.0,2.77
79,0,1.5707963267948966,MATRIZ,CriminalBehaviour,Break-in,60,1.6528925967233326,2897.0,5573.0,2.77
80,0,1.5707963267948966,MATRIZ,CriminalBehaviour,Corporal injury,8,0.220385679563111,2897.0,5573.0,2.77
81,0,1.5707963267948966,MATRIZ,CriminalBehaviour,Embezzlement,1,0.027548209945388875,2897.0,5573.0,2.77
82,0,1.5707963267948966,MATRIZ,CriminalBehaviour,False Identity,2,0.05509641989077775,2897.0,5573.0,2.77
83,0,1.5707963267948966,MATRIZ,CriminalBehaviour,Fishing in Prohibited Places,2,0.05509641989077775,2897.0,5573.0,2.77
84,0,1.5707963267948966,MATRIZ,CriminalBehaviour,Fraud (monetary),2,0.05509641989077775,2897.0,5573.0,2.77
85,0,1.5707963267948966,MATRIZ,CriminalBehaviour,Gang-sacking/pillaging,3,0.08264462983616663,2897.0,5573.0,2.77
86,0,1.5707963267948966,MATRIZ,CriminalBehaviour,Gunshot,36,0.9917355580339996,2897.0,5573.0,2.77
87,0,1.5707963267948966,MATRIZ,CriminalBehaviour,Illegal possession,9,0.2479338895084999,2897.0,5573.0,2.77
88,0,1.5707963267948966,MATRIZ,CriminalBehaviour,Illitcit Substance,205,5.64738303880472,2897.0,5573.0,2.77
89,0,1.5707963267948966,MATRIZ,CriminalBehaviour,Impersonating a public official,1,0.027548209945388875,2897.0,5573.0,2.77
90,0,1.5707963267948966,MATRIZ,CriminalBehaviour,Non-compliance with law 15799/2021 COVID-19,8,0.220385679563111,2897.0,5573.0,2.77
91,0,1.5707963267948966,MATRIZ,CriminalBehaviour,Obscene/libelous acts,13,0.3581267292900554,2897.0,5573.0,2.77
92,0,1.5707963267948966,MATRIZ,CriminalBehaviour,Physical/Verbal Agression,65,1.790633646450277,2897.0,5573.0,2.77
93,0,1.5707963267948966,MATRIZ,CriminalBehaviour,Rape,2,0.05509641989077775,2897.0,5573.0,2.77
94,0,1.5707963267948966,MATRIZ,CriminalBehaviour,Robbery,245,6.749311436620275,2897.0,5573.0,2.77
95,0,1.5707963267948966,MATRIZ,CriminalBehaviour,Sexual harassment,2,0.05509641989077775,2897.0,5573.0,2.77
96,0,1.5707963267948966,MATRIZ,CriminalBehaviour,Theft,94,2.5895317348665543,2897.0,5573.0,2.77
97,0,1.5707963267948966,MATRIZ,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,8,0.220385679563111,2897.0,5573.0,2.77
98,0,1.5707963267948966,MATRIZ,CriminalBehaviour,Violation of graves,1,0.027548209945388875,2897.0,5573.0,2.77
99,0,1.5707963267948966,PINHEIRINHO,CriminalBehaviour,Agression,4,0.2531645539058667,842.0,3942.0,2.58
100,0,1.5707963267948966,PINHEIRINHO,CriminalBehaviour,Break-in,29,1.8354430158175334,842.0,3942.0,2.58
101,0,1.5707963267948966,PINHEIRINHO,CriminalBehaviour,Corporal injury,12,0.7594936617176,842.0,3942.0,2.58
102,0,1.5707963267948966,PINHEIRINHO,CriminalBehaviour,Gunshot,4,0.2531645539058667,842.0,3942.0,2.58
103,0,1.5707963267948966,PINHEIRINHO,CriminalBehaviour,Illegal possession,1,0.06329113847646667,842.0,3942.0,2.58
104,0,1.5707963267948966,PINHEIRINHO,CriminalBehaviour,Illitcit Substance,16,1.0126582156234667,842.0,3942.0,2.58
105,0,1.5707963267948966,PINHEIRINHO,CriminalBehaviour,Non-compliance with law 15799/2021 COVID-19,2,0.12658227695293334,842.0,3942.0,2.58
106,0,1.5707963267948966,PINHEIRINHO,CriminalBehaviour,Obscene/libelous acts,3,0.1898734154294,842.0,3942.0,2.58
107,0,1.5707963267948966,PINHEIRINHO,CriminalBehaviour,Physical/Verbal Agression,20,1.2658227695293334,842.0,3942.0,2.58
108,0,1.5707963267948966,PINHEIRINHO,CriminalBehaviour,Robbery,57,3.6075948931586,842.0,3942.0,2.58
109,0,1.5707963267948966,PINHEIRINHO,CriminalBehaviour,Sexual harassment,1,0.06329113847646667,842.0,3942.0,2.58
110,0,1.5707963267948966,PINHEIRINHO,CriminalBehaviour,Theft,20,1.2658227695293334,842.0,3942.0,2.58
111,0,1.5707963267948966,PINHEIRINHO,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,10,0.6329113847646667,842.0,3942.0,2.58
112,0,1.5707963267948966,PORTÃO,CriminalBehaviour,Agression,12,0.30150754346814074,1516.0,6193.0,3.15
113,0,1.5707963267948966,PORTÃO,CriminalBehaviour,Animal abuse,1,0.025125628622345058,1516.0,6193.0,3.15
114,0,1.5707963267948966,PORTÃO,CriminalBehaviour,Break-in,28,0.7035176014256617,1516.0,6193.0,3.15
115,0,1.5707963267948966,PORTÃO,CriminalBehaviour,Corporal injury,3,0.07537688586703518,1516.0,6193.0,3.15
116,0,1.5707963267948966,PORTÃO,CriminalBehaviour,Fishing in Prohibited Places,1,0.025125628622345058,1516.0,6193.0,3.15
117,0,1.5707963267948966,PORTÃO,CriminalBehaviour,Gunshot,4,0.10050251448938023,1516.0,6193.0,3.15
118,0,1.5707963267948966,PORTÃO,CriminalBehaviour,Illegal possession,2,0.050251257244690116,1516.0,6193.0,3.15
119,0,1.5707963267948966,PORTÃO,CriminalBehaviour,Illitcit Substance,9,0.22613065760110554,1516.0,6193.0,3.15
120,0,1.5707963267948966,PORTÃO,CriminalBehaviour,Kidnapping and imprisonment,2,0.050251257244690116,1516.0,6193.0,3.15
121,0,1.5707963267948966,PORTÃO,CriminalBehaviour,Misuse of transport card,1,0.025125628622345058,1516.0,6193.0,3.15
122,0,1.5707963267948966,PORTÃO,CriminalBehaviour,Non-compliance with law 15799/2021 COVID-19,1,0.025125628622345058,1516.0,6193.0,3.15
123,0,1.5707963267948966,PORTÃO,CriminalBehaviour,Obscene/libelous acts,2,0.050251257244690116,1516.0,6193.0,3.15
124,0,1.5707963267948966,PORTÃO,CriminalBehaviour,Physical/Verbal Agression,28,0.7035176014256617,1516.0,6193.0,3.15
125,0,1.5707963267948966,PORTÃO,CriminalBehaviour,Robbery,54,1.3567839456066333,1516.0,6193.0,3.15
126,0,1.5707963267948966,PORTÃO,CriminalBehaviour,Theft,27,0.6783919728033166,1516.0,6193.0,3.15
127,0,1.5707963267948966,PORTÃO,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,8,0.20100502897876046,1516.0,6193.0,3.15
128,0,1.5707963267948966,REGIÃO METROPOLITANA,CriminalBehaviour,Break-in,1,,,,
129,0,1.5707963267948966,REGIÃO METROPOLITANA,CriminalBehaviour,Theft,1,,,,
130,0,1.5707963267948966,SANTA FELICIDADE,CriminalBehaviour,Abandonment/nonsupport of incompetent person,1,0.015600624396328608,1681.0,2025.0,3.45
131,0,1.5707963267948966,SANTA FELICIDADE,CriminalBehaviour,Agression,11,0.17160686835961467,1681.0,2025.0,3.45
132,0,1.5707963267948966,SANTA FELICIDADE,CriminalBehaviour,Break-in,22,0.34321373671922933,1681.0,2025.0,3.45
133,0,1.5707963267948966,SANTA FELICIDADE,CriminalBehaviour,Corporal injury,3,0.04680187318898582,1681.0,2025.0,3.45
134,0,1.5707963267948966,SANTA FELICIDADE,CriminalBehaviour,Fishing in Prohibited Places,10,0.15600624396328608,1681.0,2025.0,3.45
135,0,1.5707963267948966,SANTA FELICIDADE,CriminalBehaviour,Gunshot,4,0.06240249758531443,1681.0,2025.0,3.45
136,0,1.5707963267948966,SANTA FELICIDADE,CriminalBehaviour,Illegal possession,1,0.015600624396328608,1681.0,2025.0,3.45
137,0,1.5707963267948966,SANTA FELICIDADE,CriminalBehaviour,Illitcit Substance,16,0.24960999034125772,1681.0,2025.0,3.45
138,0,1.5707963267948966,SANTA FELICIDADE,CriminalBehaviour,Kidnapping and imprisonment,1,0.015600624396328608,1681.0,2025.0,3.45
139,0,1.5707963267948966,SANTA FELICIDADE,CriminalBehaviour,Obscene/libelous acts,2,0.031201248792657215,1681.0,2025.0,3.45
140,0,1.5707963267948966,SANTA FELICIDADE,CriminalBehaviour,Physical/Verbal Agression,7,0.10920437077430024,1681.0,2025.0,3.45
141,0,1.5707963267948966,SANTA FELICIDADE,CriminalBehaviour,Robbery,32,0.49921998068251544,1681.0,2025.0,3.45
142,0,1.5707963267948966,SANTA FELICIDADE,CriminalBehaviour,Theft,12,0.18720749275594328,1681.0,2025.0,3.45
143,0,1.5707963267948966,SANTA FELICIDADE,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,6,0.09360374637797164,1681.0,2025.0,3.45
144,0,1.5707963267948966,TATUQUARA,CriminalBehaviour,Animal abuse,1,0.024390243902439025,518.0,1126.0,3.81
145,0,1.5707963267948966,TATUQUARA,CriminalBehaviour,Break-in,23,0.5609756097560976,518.0,1126.0,3.81
146,0,1.5707963267948966,TATUQUARA,CriminalBehaviour,Child grooming/enticement,1,0.024390243902439025,518.0,1126.0,3.81
147,0,1.5707963267948966,TATUQUARA,CriminalBehaviour,Corporal injury,2,0.04878048780487805,518.0,1126.0,3.81
148,0,1.5707963267948966,TATUQUARA,CriminalBehaviour,Non-compliance with law 15799/2021 COVID-19,1,0.024390243902439025,518.0,1126.0,3.81
149,0,1.5707963267948966,TATUQUARA,CriminalBehaviour,Physical/Verbal Agression,14,0.34146341463414637,518.0,1126.0,3.81
150,0,1.5707963267948966,TATUQUARA,CriminalBehaviour,Robbery,3,0.07317073170731707,518.0,1126.0,3.81
151,0,1.5707963267948966,TATUQUARA,CriminalBehaviour,Theft,10,0.24390243902439024,518.0,1126.0,3.81
152,0,1.5707963267948966,TATUQUARA,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,10,0.24390243902439024,518.0,1126.0,3.81
153,1,1.3089969389957472,BAIRRO NOVO,CriminalBehaviour,Abandonment/nonsupport of incompetent person,1,0.02232142895156024,870.0,2775.0,2.65
154,1,1.3089969389957472,BAIRRO NOVO,CriminalBehaviour,Agression,5,0.1116071447578012,870.0,2775.0,2.65
155,1,1.3089969389957472,BAIRRO NOVO,CriminalBehaviour,Break-in,37,0.8258928712077289,870.0,2775.0,2.65
156,1,1.3089969389957472,BAIRRO NOVO,CriminalBehaviour,Corporal injury,11,0.24553571846716266,870.0,2775.0,2.65
157,1,1.3089969389957472,BAIRRO NOVO,CriminalBehaviour,Gunshot,3,0.06696428685468073,870.0,2775.0,2.65
158,1,1.3089969389957472,BAIRRO NOVO,CriminalBehaviour,Illegal possession,2,0.04464285790312048,870.0,2775.0,2.65
159,1,1.3089969389957472,BAIRRO NOVO,CriminalBehaviour,Illitcit Substance,8,0.17857143161248193,870.0,2775.0,2.65
160,1,1.3089969389957472,BAIRRO NOVO,CriminalBehaviour,Omission of assistance,1,0.02232142895156024,870.0,2775.0,2.65
161,1,1.3089969389957472,BAIRRO NOVO,CriminalBehaviour,Physical/Verbal Agression,14,0.31250000532184335,870.0,2775.0,2.65
162,1,1.3089969389957472,BAIRRO NOVO,CriminalBehaviour,Rape,1,0.02232142895156024,870.0,2775.0,2.65
163,1,1.3089969389957472,BAIRRO NOVO,CriminalBehaviour,Robbery,6,0.13392857370936145,870.0,2775.0,2.65
164,1,1.3089969389957472,BAIRRO NOVO,CriminalBehaviour,Theft,13,0.29017857637028316,870.0,2775.0,2.65
165,1,1.3089969389957472,BAIRRO NOVO,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,16,0.35714286322496386,870.0,2775.0,2.65
166,1,1.3089969389957472,BOA VISTA,CriminalBehaviour,Agression,4,0.06430868088322139,1612.0,3630.0,3.42
167,1,1.3089969389957472,BOA VISTA,CriminalBehaviour,Break-in,30,0.4823151066241604,1612.0,3630.0,3.42
168,1,1.3089969389957472,BOA VISTA,CriminalBehaviour,Corporal injury,5,0.08038585110402673,1612.0,3630.0,3.42
169,1,1.3089969389957472,BOA VISTA,CriminalBehaviour,Fishing in Prohibited Places,3,0.04823151066241604,1612.0,3630.0,3.42
170,1,1.3089969389957472,BOA VISTA,CriminalBehaviour,Gunshot,5,0.08038585110402673,1612.0,3630.0,3.42
171,1,1.3089969389957472,BOA VISTA,CriminalBehaviour,Illegal possession,1,0.016077170220805348,1612.0,3630.0,3.42
172,1,1.3089969389957472,BOA VISTA,CriminalBehaviour,Illitcit Substance,6,0.09646302132483207,1612.0,3630.0,3.42
173,1,1.3089969389957472,BOA VISTA,CriminalBehaviour,Non-compliance with law 15799/2021 COVID-19,1,0.016077170220805348,1612.0,3630.0,3.42
174,1,1.3089969389957472,BOA VISTA,CriminalBehaviour,Physical/Verbal Agression,30,0.4823151066241604,1612.0,3630.0,3.42
175,1,1.3089969389957472,BOA VISTA,CriminalBehaviour,Robbery,6,0.09646302132483207,1612.0,3630.0,3.42
176,1,1.3089969389957472,BOA VISTA,CriminalBehaviour,Theft,20,0.3215434044161069,1612.0,3630.0,3.42
177,1,1.3089969389957472,BOA VISTA,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,19,0.30546623419530156,1612.0,3630.0,3.42
178,1,1.3089969389957472,BOQUEIRÃO,CriminalBehaviour,Agression,2,0.050251257244690116,1338.0,4728.0,3.5
179,1,1.3089969389957472,BOQUEIRÃO,CriminalBehaviour,Break-in,21,0.5276382010692462,1338.0,4728.0,3.5
180,1,1.3089969389957472,BOQUEIRÃO,CriminalBehaviour,Corporal injury,1,0.025125628622345058,1338.0,4728.0,3.5
181,1,1.3089969389957472,BOQUEIRÃO,CriminalBehaviour,Gunshot,1,0.025125628622345058,1338.0,4728.0,3.5
182,1,1.3089969389957472,BOQUEIRÃO,CriminalBehaviour,Illitcit Substance,6,0.15075377173407037,1338.0,4728.0,3.5
183,1,1.3089969389957472,BOQUEIRÃO,CriminalBehaviour,Murder,1,0.025125628622345058,1338.0,4728.0,3.5
184,1,1.3089969389957472,BOQUEIRÃO,CriminalBehaviour,Non-compliance with law 15799/2021 COVID-19,1,0.025125628622345058,1338.0,4728.0,3.5
185,1,1.3089969389957472,BOQUEIRÃO,CriminalBehaviour,Physical/Verbal Agression,12,0.30150754346814074,1338.0,4728.0,3.5
186,1,1.3089969389957472,BOQUEIRÃO,CriminalBehaviour,Rape,1,0.025125628622345058,1338.0,4728.0,3.5
187,1,1.3089969389957472,BOQUEIRÃO,CriminalBehaviour,Robbery,6,0.15075377173407037,1338.0,4728.0,3.5
188,1,1.3089969389957472,BOQUEIRÃO,CriminalBehaviour,Theft,18,0.4522613152022111,1338.0,4728.0,3.5
189,1,1.3089969389957472,BOQUEIRÃO,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,11,0.27638191484579566,1338.0,4728.0,3.5
190,1,1.3089969389957472,CAJURU,CriminalBehaviour,Agression,3,0.08498583753085123,1384.0,5545.0,4.55
191,1,1.3089969389957472,CAJURU,CriminalBehaviour,Break-in,21,0.5949008627159587,1384.0,5545.0,4.55
192,1,1.3089969389957472,CAJURU,CriminalBehaviour,Corporal injury,5,0.1416430625514187,1384.0,5545.0,4.55
193,1,1.3089969389957472,CAJURU,CriminalBehaviour,Gunshot,3,0.08498583753085123,1384.0,5545.0,4.55
194,1,1.3089969389957472,CAJURU,CriminalBehaviour,Illitcit Substance,3,0.08498583753085123,1384.0,5545.0,4.55
195,1,1.3089969389957472,CAJURU,CriminalBehaviour,Non-compliance with law 15799/2021 COVID-19,1,0.028328612510283742,1384.0,5545.0,4.55
196,1,1.3089969389957472,CAJURU,CriminalBehaviour,Physical/Verbal Agression,16,0.45325780016453987,1384.0,5545.0,4.55
197,1,1.3089969389957472,CAJURU,CriminalBehaviour,Robbery,11,0.3116147376131212,1384.0,5545.0,4.55
198,1,1.3089969389957472,CAJURU,CriminalBehaviour,Theft,31,0.878186987818796,1384.0,5545.0,4.55
199,1,1.3089969389957472,CAJURU,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,17,0.48158641267482366,1384.0,5545.0,4.55
200,1,1.3089969389957472,CIC,CriminalBehaviour,Agression,3,0.04870129990766699,523.0,2698.0,3.63
201,1,1.3089969389957472,CIC,CriminalBehaviour,Break-in,36,0.5844155988920038,523.0,2698.0,3.63
202,1,1.3089969389957472,CIC,CriminalBehaviour,Corporal injury,4,0.06493506654355598,523.0,2698.0,3.63
203,1,1.3089969389957472,CIC,CriminalBehaviour,Gunshot,4,0.06493506654355598,523.0,2698.0,3.63
204,1,1.3089969389957472,CIC,CriminalBehaviour,Illitcit Substance,4,0.06493506654355598,523.0,2698.0,3.63
205,1,1.3089969389957472,CIC,CriminalBehaviour,Murder,1,0.016233766635888994,523.0,2698.0,3.63
206,1,1.3089969389957472,CIC,CriminalBehaviour,Non-compliance with law 15799/2021 COVID-19,4,0.06493506654355598,523.0,2698.0,3.63
207,1,1.3089969389957472,CIC,CriminalBehaviour,Obscene/libelous acts,2,0.03246753327177799,523.0,2698.0,3.63
208,1,1.3089969389957472,CIC,CriminalBehaviour,Physical/Verbal Agression,15,0.24350649953833492,523.0,2698.0,3.63
209,1,1.3089969389957472,CIC,CriminalBehaviour,Robbery,5,0.08116883317944497,523.0,2698.0,3.63
210,1,1.3089969389957472,CIC,CriminalBehaviour,Theft,15,0.24350649953833492,523.0,2698.0,3.63
211,1,1.3089969389957472,CIC,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,15,0.24350649953833492,523.0,2698.0,3.63
212,1,1.3089969389957472,MATRIZ,CriminalBehaviour,Agression,62,1.7079890166141103,2897.0,5573.0,2.77
